Title,Publish date,Category,Associated project name,Link to item,Type,Link to project page,Year,Project Status,pdf_url,local_path,status
Distributed Energy Integration Program - Common Smart Inverter Profile - CSIP-AUS Communications Client Test Procedures,8/11/2024,Distributed energy resources,,https://arena.gov.au/knowledge-bank/distributed-energy-integration-program-csip-aus-communications-client-test-procedures/,Guides,,,,https://arena.gov.au/assets/2024/11/Distributed-Energy-Integration-Program-–-ISC-CSIP-AUS-Comms-Client-Test-Procedures.pdf,pdfs/Guides/Distributed_Energy_Integration_Program_-_Common_Smart_Inverter_Profile_-_CSIP-AUS_Communications_Client_Test_Procedures_09d747.pdf,downloaded
Distributed Energy Integration Program (DEIP) - Interoperability Steering Committee - Final Knowledge Sharing Report,8/11/2024,Distributed energy resources,,https://arena.gov.au/knowledge-bank/distributed-energy-integration-program-interoperability-final-report/,Reports,,,,https://arena.gov.au/assets/2024/11/Distributed-Energy-Integration-Program-ISC-Final-Knowledge-Sharing-Report.pdf,pdfs/Reports/Distributed_Energy_Integration_Program_(DEIP)_-_Interoperability_Steering_Committee_-_Final_Knowledge_Sharing_Report_5b57dd.pdf,downloaded
"Amber ' Automatic EV Charging in line with Wholesale Pricing, Lessons Learnt Report #1",29/10/2024,Electric vehicles,Amber - Automating EV Charging in line with Wholesale Pricing,https://arena.gov.au/knowledge-bank/amber-automatic-ev-charging-in-line-with-wholesale-pricing-lessons-learnt-report-1/,Lessons,https://arena.gov.au/projects/amber-automating-ev-charging-in-line-with-wholesale-pricing/,2024,Current,https://arena.gov.au/assets/2024/10/Amber-Automating-EV-Charging-in-line-with-Wholesale-Pricing-Lessons-Learnt-Report-1.pdf,"pdfs/Lessons/Amber_'_Automatic_EV_Charging_in_line_with_Wholesale_Pricing,_Lessons_Learnt_Report_#1_95e472.pdf",downloaded
Logan City Council - FOGO Feasibility Study - Lessons Learnt Report,24/10/2024,Bioenergy / Energy from waste,"Logan City, food and garden organics (FOGO) feasibility study",https://arena.gov.au/knowledge-bank/logan-city-council-fogo-feasibility-study-lessons-learnt-report/,Lessons,https://arena.gov.au/projects/logan-city-food-and-garden-organics-fogo-feasibility-study/,2023,Past,https://arena.gov.au/assets/2024/10/Logan-City-Council-FOGO-Feasibility-Study-Lessons-Learnt-Report.pdf,pdfs/Lessons/Logan_City_Council_-_FOGO_Feasibility_Study_-_Lessons_Learnt_Report_53f72e.pdf,downloaded
Tropic Wings Lesson&rsquo;s Learnt Report 1,23/10/2024,"Battery storage, Electric vehicles",Sustainable transport in tourism,https://arena.gov.au/knowledge-bank/tropic-wings-lessons-learnt-report-1/,Lessons,https://arena.gov.au/projects/tropic-wings-battery-electric-supply-arena/,2023,Past,https://arena.gov.au/assets/2024/10/Tropic-Wings-Towards-Sustainable-Transport-In-Tourism-Lessons-Learnt-Report-1.pdf,pdfs/Lessons/Tropic_Wings_Lesson&rsquo;s_Learnt_Report_1_1a11bd.pdf,downloaded
TGE ' Depot of the Future Vehicle Electrification Project - Change Management Report,21/10/2024,Electric vehicles,Depot of the Future Vehicle Electrification Project,https://arena.gov.au/knowledge-bank/change-management-report/,Reports,https://arena.gov.au/projects/depot-of-the-future-vehicle-electrification-project/,2022,Current,https://arena.gov.au/assets/2024/10/TGE_Depot-of-the-Future_Change-Management-Report.pdf,pdfs/Reports/TGE_'_Depot_of_the_Future_Vehicle_Electrification_Project_-_Change_Management_Report_39d51f.pdf,downloaded
TGE ' Depot of the Future Vehicle Electrification Project - Infrastructure Design Report,21/10/2024,Electric vehicles,Depot of the Future Vehicle Electrification Project,https://arena.gov.au/knowledge-bank/infrastructure-design-report/,Reports,https://arena.gov.au/projects/depot-of-the-future-vehicle-electrification-project/,2022,Current,https://arena.gov.au/assets/2024/10/TGE-Depot-of-the-Future-Infrastructure-Design-Report.pdf,pdfs/Reports/TGE_'_Depot_of_the_Future_Vehicle_Electrification_Project_-_Infrastructure_Design_Report_f8f51f.pdf,downloaded
Loganholme Wastewater Treatment Plant - Gasification Facility Demonstration - Final Knowledge Sharing Report,9/10/2024,Bioenergy / Energy from waste,Logan City Biosolids Gasification Project,https://arena.gov.au/knowledge-bank/loganholme-wastewater-treatment-plant-gasification-facility-demonstration-final-knowledge-sharing-report/,"Reports, Lessons",https://arena.gov.au/projects/logan-city-biosolids-gasification-project/,2019,Current,https://arena.gov.au/assets/2024/10/Loganholme-Wastewater-Treatment-Plant-Gasification-Facility-Demonstration-Final-Knowledge-Sharing-Report.pdf,pdfs/Reports_Lessons/Loganholme_Wastewater_Treatment_Plant_-_Gasification_Facility_Demonstration_-_Final_Knowledge_Sharing_Report_1e689e.pdf,downloaded
Loganholme Wastewater Treatment Plant - Gasification Facility Demonstration ' Project Report,9/10/2024,Bioenergy / Energy from waste,Logan City Biosolids Gasification Project,https://arena.gov.au/knowledge-bank/loganholme-wastewater-treatment-plant-gasification-facility-demonstration-project-report/,Reports,https://arena.gov.au/projects/logan-city-biosolids-gasification-project/,2019,Current,https://arena.gov.au/assets/2024/10/Loganholme-Wastewater-Treatment-Plant-Gasification-Facility-Demonstration-Project-Report.pdf,pdfs/Reports/Loganholme_Wastewater_Treatment_Plant_-_Gasification_Facility_Demonstration_'_Project_Report_8739ad.pdf,downloaded
Logan City Council ' FOGO Feasibility Study ' Final Public Study Report,9/10/2024,Bioenergy / Energy from waste,"Logan City, food and garden organics (FOGO) feasibility study",https://arena.gov.au/knowledge-bank/logan-city-council-fogo-feasibility-study-final-public-study-report/,Reports,https://arena.gov.au/projects/logan-city-food-and-garden-organics-fogo-feasibility-study/,2023,Past,https://arena.gov.au/assets/2024/10/Logan-City-Council-FOGO-Feasibility-Study-Final-Public-Study-Report.pdf,pdfs/Reports/Logan_City_Council_'_FOGO_Feasibility_Study_'_Final_Public_Study_Report_290479.pdf,downloaded
Edify Energy ' Darlington Point Energy Storage System - Operations Report #1,8/10/2024,Battery storage,Darlington Point Energy Storage System,https://arena.gov.au/knowledge-bank/edify-energy-darlington-point-energy-storage-system-operations-report-1/,Reports,https://arena.gov.au/projects/darlington-point-energy-storage-system/,2022,Current,https://arena.gov.au/assets/2024/10/Edify-Energy-Darlington-Point-Energy-Storage-System-Operations-Report-1.pdf,pdfs/Reports/Edify_Energy_'_Darlington_Point_Energy_Storage_System_-_Operations_Report_#1_824470.pdf,downloaded
"Reactive Technologies - Reactive Technologies, System Inertia Measurement Demonstration ' Lessons Learnt #3 Report",8/10/2024,System security and reliability,,https://arena.gov.au/knowledge-bank/reactive-technologies-reactive-technologies-system-inertia-measurement-demonstration-lessons-learnt-3-report/,"Reports, Lessons",,,,https://arena.gov.au/assets/2024/10/Reactive-Technologies-Reactive-Technologies-System-Inertia-Measurement-Demonstration-–-Lessons-Learnt-3-Report.pdf,"pdfs/Reports_Lessons/Reactive_Technologies_-_Reactive_Technologies,_System_Inertia_Measurement_Demonstration_'_Lessons_Learnt_#3_Report_d52a80.pdf",downloaded
Yadlamalka Energy - Spencer Energy Co-located Vanadium Flow Battery Storage and Solar Project - Packages 2 and 3 Testing Report,8/10/2024,Battery storage,Co-located Vanadium Flow Battery Storage and Solar,https://arena.gov.au/knowledge-bank/yadlamalka-energy-spencer-energy-co-located-vanadium-flow-battery-storage-and-solar-project-packages-2-and-3-testing-report/,Reports,https://arena.gov.au/projects/co-located-vanadium-flow-battery-storage-and-solar/,2020,Past,https://arena.gov.au/assets/2024/10/Yadlamalka-Energy-Co-located-Vanadium-Flow-Battery-Storage-and-Solar-Project-Packages-2-and-3-Testing-Report.pdf,pdfs/Reports/Yadlamalka_Energy_-_Spencer_Energy_Co-located_Vanadium_Flow_Battery_Storage_and_Solar_Project_-_Packages_2_and_3_Testing_de8ff0.pdf,downloaded
Viva ' New Energies Service Station Geelong Demonstration Project ' Lessons Learned Report 2,3/10/2024,Hydrogen energy,New Energies Service Station Geelong Demonstration Project,https://arena.gov.au/knowledge-bank/viva-new-energies-service-station-geelong-demonstration-project-lessons-learned-report-1-2/,Reports,https://arena.gov.au/projects/new-energies-service-station-geelong-demonstration-project/,2022,Current,https://arena.gov.au/assets/2024/10/Viva-Energy-New-Energies-Service-Station-Lesson-Learnt-Report-2.pdf,pdfs/Reports/Viva_'_New_Energies_Service_Station_Geelong_Demonstration_Project_'_Lessons_Learned_Report_2_123157.pdf,downloaded
Yadlamalka Energy - Spencer Energy Co-located Vanadium Flow Battery Storage and Solar Project ' Factory Integration Testing Report,2/10/2024,Battery storage,Co-located Vanadium Flow Battery Storage and Solar,https://arena.gov.au/knowledge-bank/yadlamalka-energy-spencer-energy-co-located-vanadium-flow-battery-storage-and-solar-project-factory-integration-testing-report/,Reports,https://arena.gov.au/projects/co-located-vanadium-flow-battery-storage-and-solar/,2020,Past,https://arena.gov.au/assets/2024/10/Yadlamalka-Energy-Spencer-Energy-Co-located-Vanadium-Flow-Battery-Storage-and-Solar-Project-–-Factory-Integration-Testing-Report.pdf,pdfs/Reports/Yadlamalka_Energy_-_Spencer_Energy_Co-located_Vanadium_Flow_Battery_Storage_and_Solar_Project_'_Factory_Integration_Test_bd8dba.pdf,downloaded
ARENA Insights Newsletter Edition #58,2/10/2024,,,https://arena.gov.au/knowledge-bank/arena-insights-newsletter-edition-58/,InsightNewsletter,,,,,,no_pdf_found
ANU - Cost-effective Si/Perovskite Tandem Modules on Passivating Contact Si Cells ' R&D Interim Report,2/10/2024,"Solar energy, Solar PV R&amp;D",Cost-effective Si/Perovskite Tandem Modules on Passivating Contact Si Cells,https://arena.gov.au/knowledge-bank/anu-cost-effective-si-perovskite-tandem-modules-on-passivating-contact-si-cells-rd-interim-report/,Reports,https://arena.gov.au/projects/cost-effective-si-perovskite-tandem-modules-on-passivating-contact-si-cells/,2022,Current,https://arena.gov.au/assets/2024/10/ANU_Cost-effective-Si-and-Perovskite-Tandem-Modules-on-Passivating-Contact-Si-Cells_Interim-Report.pdf,pdfs/Reports/ANU_-_Cost-effective_Si_Perovskite_Tandem_Modules_on_Passivating_Contact_Si_Cells_'_R&D_Interim_Report_246cbe.pdf,downloaded
UNSW - Low-Cost and Sustainable PV Systems for the Terawatt Scale ' R&D Interim Report,2/10/2024,"Solar energy, Solar PV R&amp;D",Low-Cost and Sustainable PV Systems for the Terawatt Scale,https://arena.gov.au/knowledge-bank/unsw-low-cost-and-sustainable-pv-systems-for-the-terawatt-scale-rd-interim-report/,Reports,https://arena.gov.au/projects/low-cost-and-sustainable-pv-systems-for-the-terawatt-scale/,2022,Current,https://arena.gov.au/assets/2024/10/UNSW_Low-cost-and-Sustainable-PV-Systems-for-the-Terawatt-Scale-Project_Interim-Report.pdf,pdfs/Reports/UNSW_-_Low-Cost_and_Sustainable_PV_Systems_for_the_Terawatt_Scale_'_R&D_Interim_Report_00c03e.pdf,downloaded
UNSW - Optimal O&M-strategy and LCOE-modelling for Ground-mounted PV ' R&D Interim Report,2/10/2024,"Solar energy, Solar PV R&amp;D",Optimal O&M-Strategy and LCOE-Modelling for Ground-Mounted PV,https://arena.gov.au/knowledge-bank/unsw-optimal-om-strategy-and-lcoe-modelling-for-ground-mounted-pv-rd-interim-report/,Reports,https://arena.gov.au/projects/optimal-om-strategy-and-lcoe-modelling-for-ground-mounted-pv/,2022,Current,https://arena.gov.au/assets/2024/10/UNSW_Optimal-OM-strategy-and-LCOE-modelling-for-Ground-Mounted-PV_Interim-Report.pdf,pdfs/Reports/UNSW_-_Optimal_O&M-strategy_and_LCOE-modelling_for_Ground-mounted_PV_'_R&D_Interim_Report_217c8c.pdf,downloaded
UNSW - Machine Learning Applications for Utility-Scale Photovoltaics ' R&D Interim Report,2/10/2024,"Solar energy, Solar PV R&amp;D",Machine Learning Applications for Utility-Scale PV,https://arena.gov.au/knowledge-bank/unsw-machine-learning-applications-for-utility-scale-photovoltaics-rd-interim-report/,Reports,https://arena.gov.au/projects/machine-learning-applications-for-utility-scale-pv/,2022,Current,https://arena.gov.au/assets/2024/10/UNSW_Machine-Learning-Applications-for-Utility-Scale-Photovoltaics_Interim-Report.pdf,pdfs/Reports/UNSW_-_Machine_Learning_Applications_for_Utility-Scale_Photovoltaics_'_R&D_Interim_Report_8fb96f.pdf,downloaded
Gibson Island Green Hydrogen and Ammonia Project - Public FEED Summary Report,2/10/2024,Hydrogen energy,Gibson Island Renewable Ammonia Project FEED Study,https://arena.gov.au/knowledge-bank/gibson-island-green-hydrogen-and-ammonia-project-public-feed-summary-report/,Reports,https://arena.gov.au/projects/gibson-island-renewable-ammonia-project-feed-study/,2022,Past,https://arena.gov.au/assets/2024/10/Fortescue-Future-Industries_Gibson-Island-Renewable-Ammonia-Project-FEED-Study_Public-FEED-Summary-Report.pdf,pdfs/Reports/Gibson_Island_Green_Hydrogen_and_Ammonia_Project_-_Public_FEED_Summary_Report_07bcb9.pdf,downloaded
Addressing Solar PV End-of-Life Issues and Lowering Solar PV Cost ' Summary Report,25/09/2024,Solar PV R&amp;D,,https://arena.gov.au/knowledge-bank/addressing-solar-pv-end-of-life-issues-and-lowering-solar-pv-cost-summary-report/,Reports,,,,https://arena.gov.au/assets/2024/09/ARENA-SOLAR-RD-ROUND-5-PROGRAM-REVIEW.pdf,pdfs/Reports/Addressing_Solar_PV_End-of-Life_Issues_and_Lowering_Solar_PV_Cost_'_Summary_Report_9bda7b.pdf,downloaded
"Reactive Technologies, System Inertia Measurement Demonstration",20/09/2024,System security and reliability,Reactive Technologies - System Inertia Measurement Demonstration,https://arena.gov.au/knowledge-bank/reactive-technologies-system-inertia-measurement-demonstration/,Reports,https://arena.gov.au/projects/reactive-technologies-system-inertia-measurement-demonstration/,2020,Past,https://arena.gov.au/assets/2024/09/Reactive-Technologies-System-Inertia-Measurement-Demonstration-Project-Technical-Knowledge-Sharing-Report.pdf,"pdfs/Reports/Reactive_Technologies,_System_Inertia_Measurement_Demonstration_70b820.pdf",downloaded
Pollination - Community Energy Report,19/09/2024,Distributed energy resources,,https://arena.gov.au/knowledge-bank/pollination-community-energy-report/,Reports,,,,https://arena.gov.au/assets/2024/09/Pollination-Community-Energy-Report.pdf,pdfs/Reports/Pollination_-_Community_Energy_Report_11c560.pdf,downloaded
Aboriginal Clean Energy Partnership ' Final Knowledge Sharing Report,18/09/2024,Hydrogen energy,"East Kimberley Clean Energy Project - Stage 1, Feasibility Study",https://arena.gov.au/knowledge-bank/aboriginal-clean-energy-partnership-final-knowledge-sharing-report/,Reports,https://arena.gov.au/projects/east-kimberley-clean-energy-project/,2023,Past,https://arena.gov.au/assets/2024/09/ACEP_East-Kimberly-Clean-Energy-Project_Final-Knowledge-Sharing-Report.pdf,pdfs/Reports/Aboriginal_Clean_Energy_Partnership_'_Final_Knowledge_Sharing_Report_d6d80b.pdf,downloaded
Aboriginal Clean Energy Partnership - Workforce and Capacity Building Report,17/09/2024,Hydrogen energy,"East Kimberley Clean Energy Project - Stage 1, Feasibility Study",https://arena.gov.au/knowledge-bank/aboriginal-clean-energy-partnership-workforce-and-capacity-building-report/,Reports,https://arena.gov.au/projects/east-kimberley-clean-energy-project/,2023,Past,https://arena.gov.au/assets/2024/09/ACEP_East-Kimberly-Clean-Energy-Project_Workforce-and-Capacity-Building-Plan-1.pdf,pdfs/Reports/Aboriginal_Clean_Energy_Partnership_-_Workforce_and_Capacity_Building_Report_e0fd22.pdf,downloaded
Hornsdale Power Reserve Expansion H2 2023 Operations Report,16/09/2024,Battery storage,Hornsdale Power Reserve Upgrade,https://arena.gov.au/knowledge-bank/hornsdale-power-reserve-expansion-h2-2023-operations-report/,Reports,https://arena.gov.au/projects/hornsdale-power-reserve-upgrade/,2019,Current,https://arena.gov.au/assets/2024/09/Neoen-HPRX-H22023-Operations-Report.pdf,pdfs/Reports/Hornsdale_Power_Reserve_Expansion_H2_2023_Operations_Report_22f19f.pdf,downloaded
Hornsdale Power Reserve Expansion Final Project Report,16/09/2024,Battery storage,Hornsdale Power Reserve Upgrade,https://arena.gov.au/knowledge-bank/hornsdale-power-reserve-expansion-final-project-report/,Reports,https://arena.gov.au/projects/hornsdale-power-reserve-upgrade/,2019,Current,https://arena.gov.au/assets/2024/09/Neoen-HPRX-Final-Project-Report_2024.pdf,pdfs/Reports/Hornsdale_Power_Reserve_Expansion_Final_Project_Report_8d85a7.pdf,downloaded
Flexible Services Program: Lessons Learnt,6/09/2024,Demand response,"United Energy, CitiPower and Powercor - Flexible Services Trial",https://arena.gov.au/knowledge-bank/flexible-services-program-lessons-learnt/,"Reports, Lessons",https://arena.gov.au/projects/united-energy-citipower-and-powercor-flexible-services-trial/,2024,Current,https://arena.gov.au/assets/2024/09/United-Energy-CitiPower-and-Powercor-Flexible-Services-Trial-Lessons-Learnt.pdf,pdfs/Reports_Lessons/Flexible_Services_Program__Lessons_Learnt_8f4804.pdf,downloaded
Solar Analytics ' Smart CER Consumer Uptake Tool ' 2023 Technical Report,5/09/2024,Distributed energy resources,Smart CER Consumer Uptake Tool,https://arena.gov.au/knowledge-bank/solar-analytics-smart-cer-consumer-uptake-tool-2023-technical-report/,Reports,https://arena.gov.au/projects/smart-cer-consumer-uptake-tool/,2023,Past,https://arena.gov.au/assets/2024/09/Solar-Analytics-Smart-CER-Uptake-Tool-Technical-Report-2023.pdf,pdfs/Reports/Solar_Analytics_'_Smart_CER_Consumer_Uptake_Tool_'_2023_Technical_Report_fa2fb6.pdf,downloaded
Enel X - Commercial Refrigeration Flexible Demand - Lessons Learnt Report 1,5/09/2024,Demand response,Enel X Commercial Refrigeration Flexible Demand Project,https://arena.gov.au/knowledge-bank/enel-x-commercial-refrigeration-flexible-demand-lessons-learnt-report-1/,"Reports, Lessons",https://arena.gov.au/projects/enel-x-commercial-refrigeration-flexible-demand-project/,2023,Current,https://arena.gov.au/assets/2024/09/Enel-X-Commercial-Refrigeration-Flexible-Demand-Lessons-Learnt-Report-1.pdf,pdfs/Reports_Lessons/Enel_X_-_Commercial_Refrigeration_Flexible_Demand_-_Lessons_Learnt_Report_1_67c181.pdf,downloaded
